hours_worked,overtime_hours,projects_handled,meetings_count,workload_rating,deadline_pressure,productivity_rating,task_delay,breaks,break_duration,sick_days,leave_days,exhaustion_rating,travel,travel_enjoyment,family_time,social_satisfaction,commute_time,wlb_score,wlb_label
<35,6-10,4-5,0-5,3.0,3.0,2.0,Sometimes,2,10-20,2,4+,3.0,2 trips,3.0,6-10,1.0,>2h,639.4,MODERATE
35-40,>15,>8,>20,1.0,1.0,2.0,Never,3,20-30,None,2,1.0,>3 trips,4.0,3-5,4.0,<30,698.5,MODERATE
35-40,>15,6-8,>20,1.0,1.0,1.0,Never,3,<10,1,2,1.0,3 trips,5.0,>15,5.0,30-60,639.7,MODERATE
45-50,>15,1,6-10,4.0,4.0,2.0,Often,2,20-30,3,3,4.0,>3 trips,2.0,3-5,2.0,>2h,714.9,GOOD
>50,>15,6-8,11-15,2.0,2.0,2.0,Rarely,2,10-20,None,2,2.0,2 trips,4.0,3-5,2.0,1-2h,657.9,MODERATE
<35,1-5,4-5,0-5,2.0,2.0,2.0,Rarely,3,Unknown,4+,3,2.0,>3 trips,2.0,6-10,5.0,1-2h,658.6,MODERATE
<35,11-15,2-3,>20,1.0,1.0,5.0,Never,3,Unknown,4+,4+,1.0,3 trips,3.0,>15,2.0,No commute,732.3,GOOD
40-45,11-15,>8,11-15,2.0,2.0,5.0,Rarely,2,<10,1,4+,2.0,3 trips,2.0,3-5,5.0,30-60,706.2,GOOD
35-40,6-10,4-5,11-15,4.0,4.0,4.0,Often,None,<10,3,4+,4.0,2 trips,3.0,11-15,3.0,No commute,642.2,MODERATE
>50,11-15,1,0-5,2.0,2.0,2.0,Rarely,4+,>45,1,3,2.0,1 trip,5.0,3-5,2.0,No commute,702.1,GOOD
45-50,6-10,>8,0-5,3.0,3.0,2.0,Sometimes,2,20-30,3,1,3.0,>3 trips,5.0,>15,4.0,<30,699.8,MODERATE
35-40,11-15,>8,16-20,2.0,2.0,4.0,Rarely,2,Unknown,1,1,2.0,3 trips,1.0,<3,5.0,<30,665.6,MODERATE
45-50,None,>8,16-20,3.0,3.0,4.0,Sometimes,4+,Unknown,2,1,2.0,>3 trips,3.0,>15,2.0,<30,677.3,MODERATE
40-45,None,4-5,>20,2.0,2.0,4.0,Rarely,2,>45,2,1,2.0,2 trips,2.0,11-15,5.0,1-2h,729.5,GOOD
40-45,11-15,1,>20,3.0,3.0,1.0,Sometimes,1,10-20,2,4+,3.0,No travel,2.0,6-10,2.0,>2h,628.9,MODERATE
<35,1-5,4-5,>20,5.0,5.0,1.0,Always,3,<10,1,1,4.0,No travel,1.0,3-5,2.0,30-60,583.4,MODERATE
>50,6-10,>8,16-20,4.0,4.0,2.0,Often,3,20-30,None,2,3.0,3 trips,1.0,3-5,2.0,<30,597.0,MODERATE
45-50,11-15,>8,>20,4.0,4.0,3.0,Often,2,<10,4+,3,4.0,2 trips,4.0,>15,2.0,30-60,679.8,MODERATE
35-40,6-10,2-3,>20,4.0,4.0,1.0,Often,4+,10-20,None,1,3.0,2 trips,1.0,<3,4.0,No commute,628.4,MODERATE
40-45,>15,6-8,16-20,4.0,4.0,1.0,Often,None,10-20,4+,4+,4.0,>3 trips,1.0,>15,2.0,>2h,627.0,MODERATE
<35,11-15,4-5,16-20,1.0,1.0,4.0,Never,3,Unknown,3,1,1.0,3 trips,5.0,11-15,2.0,1-2h,739.3,GOOD
<35,1-5,1,>20,4.0,4.0,4.0,Often,3,30-45,2,3,3.0,No travel,4.0,>15,4.0,30-60,704.2,GOOD
45-50,>15,>8,>20,4.0,4.0,2.0,Often,2,<10,2,None,4.0,2 trips,2.0,6-10,4.0,>2h,661.4,MODERATE
40-45,11-15,4-5,11-15,4.0,4.0,3.0,Often,2,<10,4+,None,4.0,2 trips,4.0,>15,2.0,30-60,679.8,MODERATE
>50,None,6-8,6-10,4.0,4.0,4.0,Often,1,20-30,2,4+,4.0,No travel,2.0,11-15,2.0,No commute,615.9,MODERATE
40-45,11-15,4-5,16-20,4.0,4.0,4.0,Often,3,Unknown,None,4+,3.0,>3 trips,5.0,6-10,4.0,<30,741.2,GOOD
45-50,None,6-8,6-10,1.0,1.0,4.0,Never,3,10-20,1,4+,1.0,>3 trips,5.0,3-5,2.0,No commute,677.0,MODERATE
45-50,None,4-5,16-20,1.0,1.0,4.0,Never,3,10-20,2,1,1.0,>3 trips,5.0,3-5,2.0,30-60,677.0,MODERATE
40-45,11-15,2-3,11-15,4.0,4.0,4.0,Often,2,<10,2,3,4.0,>3 trips,2.0,6-10,5.0,1-2h,644.8,MODERATE
45-50,11-15,4-5,6-10,1.0,1.0,4.0,Never,1,Unknown,3,3,2.0,3 trips,2.0,3-5,5.0,30-60,727.6,GOOD
40-45,None,2-3,11-15,1.0,1.0,4.0,Never,1,Unknown,1,3,2.0,>3 trips,2.0,3-5,5.0,1-2h,727.6,GOOD
35-40,6-10,6-8,0-5,4.0,4.0,4.0,Often,1,10-20,4+,None,4.0,>3 trips,1.0,<3,1.0,1-2h,608.9,MODERATE
40-45,>15,>8,6-10,1.0,1.0,4.0,Never,2,Unknown,1,3,2.0,3 trips,2.0,>15,5.0,30-60,734.7,GOOD
40-45,1-5,>8,6-10,4.0,4.0,1.0,Often,4+,10-20,1,4+,3.0,2 trips,3.0,>15,1.0,30-60,650.5,MODERATE
45-50,11-15,4-5,6-10,1.0,1.0,3.0,Never,4+,Unknown,4+,1,1.0,1 trip,5.0,>15,3.0,1-2h,743.1,GOOD
45-50,>15,1,0-5,1.0,1.0,4.0,Never,4+,Unknown,1,None,1.0,>3 trips,4.0,>15,5.0,30-60,725.5,GOOD
<35,>15,4-5,0-5,1.0,1.0,4.0,Never,1,Unknown,3,1,2.0,1 trip,5.0,11-15,5.0,>2h,749.3,GOOD
<35,6-10,2-3,11-15,4.0,4.0,4.0,Often,1,Unknown,None,2,4.0,No travel,4.0,6-10,5.0,1-2h,703.8,GOOD
35-40,>15,2-3,0-5,5.0,5.0,2.0,Always,1,20-30,1,4+,5.0,1 trip,1.0,3-5,5.0,1-2h,660.9,MODERATE
<35,11-15,6-8,16-20,2.0,2.0,2.0,Rarely,2,Unknown,None,None,2.0,No travel,5.0,>15,2.0,30-60,702.4,GOOD
40-45,>15,4-5,>20,5.0,5.0,2.0,Always,4+,30-45,3,4+,4.0,1 trip,1.0,<3,5.0,No commute,639.0,MODERATE
45-50,11-15,6-8,6-10,5.0,5.0,2.0,Always,4+,30-45,3,1,4.0,>3 trips,1.0,<3,5.0,>2h,639.0,MODERATE
<35,11-15,1,11-15,3.0,3.0,2.0,Sometimes,4+,<10,1,3,2.0,1 trip,4.0,3-5,1.0,30-60,609.1,MODERATE
<35,None,>8,11-15,1.0,1.0,1.0,Never,None,<10,2,2,2.0,2 trips,5.0,3-5,2.0,<30,645.4,MODERATE
35-40,6-10,>8,11-15,2.0,2.0,3.0,Rarely,3,10-20,1,4+,2.0,1 trip,4.0,6-10,4.0,>2h,688.3,MODERATE
35-40,1-5,4-5,11-15,2.0,2.0,3.0,Rarely,3,10-20,None,2,2.0,No travel,4.0,6-10,4.0,<30,688.3,MODERATE
40-45,None,6-8,6-10,1.0,1.0,3.0,Never,4+,10-20,3,1,1.0,2 trips,4.0,>15,2.0,>2h,698.1,MODERATE
45-50,1-5,6-8,11-15,5.0,5.0,2.0,Always,1,20-30,None,4+,5.0,1 trip,2.0,6-10,1.0,1-2h,615.0,MODERATE
35-40,11-15,1,6-10,2.0,2.0,4.0,Rarely,2,>45,None,3,2.0,No travel,4.0,11-15,4.0,>2h,727.6,GOOD
<35,None,6-8,11-15,1.0,1.0,3.0,Never,2,Unknown,4+,2,2.0,No travel,1.0,>15,4.0,30-60,720.0,GOOD
45-50,>15,2-3,11-15,3.0,3.0,3.0,Sometimes,2,Unknown,3,None,3.0,>3 trips,2.0,>15,5.0,<30,727.8,GOOD
45-50,>15,2-3,>20,1.0,1.0,5.0,Never,3,Unknown,3,1,1.0,No travel,5.0,>15,5.0,No commute,754.8,GOOD
<35,1-5,2-3,16-20,4.0,4.0,3.0,Often,1,30-45,None,4+,4.0,2 trips,1.0,3-5,2.0,<30,624.2,MODERATE
35-40,11-15,4-5,0-5,2.0,2.0,4.0,Rarely,3,<10,3,None,2.0,3 trips,2.0,3-5,3.0,1-2h,676.4,MODERATE
<35,1-5,2-3,0-5,4.0,4.0,2.0,Often,2,<10,1,3,4.0,No travel,1.0,<3,1.0,1-2h,573.2,MODERATE
45-50,6-10,2-3,0-5,5.0,5.0,1.0,Always,None,>45,4+,3,5.0,2 trips,1.0,<3,1.0,No commute,581.1,MODERATE
>50,>15,>8,16-20,3.0,3.0,3.0,Sometimes,2,<10,1,2,3.0,3 trips,2.0,<3,2.0,>2h,624.4,MODERATE
>50,None,4-5,6-10,1.0,1.0,2.0,Never,3,20-30,2,1,1.0,1 trip,3.0,6-10,4.0,>2h,667.7,MODERATE
40-45,None,2-3,0-5,2.0,2.0,2.0,Rarely,3,30-45,2,4+,2.0,No travel,1.0,3-5,2.0,1-2h,667.7,MODERATE
<35,None,1,0-5,2.0,2.0,3.0,Rarely,3,30-45,None,None,2.0,>3 trips,5.0,>15,2.0,No commute,754.4,GOOD
<35,>15,2-3,0-5,3.0,3.0,3.0,Sometimes,1,30-45,2,4+,3.0,1 trip,2.0,>15,5.0,1-2h,706.4,GOOD
40-45,11-15,4-5,6-10,5.0,5.0,1.0,Always,None,10-20,1,None,5.0,>3 trips,4.0,3-5,4.0,<30,645.4,MODERATE
40-45,>15,6-8,16-20,3.0,3.0,2.0,Sometimes,None,20-30,2,1,4.0,2 trips,1.0,3-5,2.0,>2h,598.1,MODERATE
40-45,>15,>8,16-20,2.0,2.0,2.0,Rarely,2,<10,None,3,2.0,2 trips,2.0,11-15,2.0,<30,625.2,MODERATE
45-50,None,>8,6-10,1.0,1.0,4.0,Never,2,>45,3,3,2.0,3 trips,5.0,>15,5.0,<30,728.1,GOOD
<35,>15,4-5,>20,3.0,3.0,2.0,Sometimes,2,<10,4+,4+,3.0,>3 trips,1.0,<3,4.0,30-60,668.4,MODERATE
45-50,None,2-3,11-15,3.0,3.0,4.0,Sometimes,3,20-30,None,4+,3.0,2 trips,4.0,3-5,4.0,>2h,672.8,MODERATE
40-45,11-15,1,6-10,4.0,4.0,4.0,Often,1,>45,None,2,4.0,>3 trips,3.0,>15,5.0,1-2h,710.2,GOOD
<35,6-10,2-3,11-15,2.0,2.0,2.0,Rarely,2,10-20,None,None,2.0,2 trips,2.0,<3,3.0,1-2h,629.5,MODERATE
45-50,None,2-3,16-20,3.0,3.0,2.0,Sometimes,1,Unknown,1,2,3.0,>3 trips,1.0,>15,5.0,<30,693.2,MODERATE
45-50,1-5,1,11-15,4.0,4.0,2.0,Often,2,<10,3,None,4.0,3 trips,4.0,6-10,5.0,No commute,638.6,MODERATE
40-45,6-10,>8,0-5,3.0,3.0,3.0,Sometimes,3,Unknown,None,1,3.0,1 trip,3.0,>15,5.0,30-60,729.1,GOOD
<35,11-15,2-3,11-15,3.0,3.0,1.0,Sometimes,1,Unknown,3,4+,3.0,No travel,2.0,3-5,2.0,30-60,607.4,MODERATE
40-45,6-10,6-8,11-15,4.0,4.0,4.0,Often,2,10-20,None,None,4.0,2 trips,1.0,6-10,5.0,<30,685.1,MODERATE
<35,None,6-8,16-20,5.0,5.0,2.0,Always,3,Unknown,1,3,4.0,>3 trips,2.0,6-10,5.0,30-60,655.6,MODERATE
>50,11-15,4-5,>20,1.0,1.0,4.0,Never,3,10-20,None,1,1.0,2 trips,2.0,<3,1.0,30-60,664.1,MODERATE
35-40,1-5,4-5,11-15,2.0,2.0,2.0,Rarely,3,<10,2,3,2.0,2 trips,2.0,11-15,2.0,<30,672.2,MODERATE
35-40,None,1,16-20,2.0,2.0,4.0,Rarely,2,10-20,1,1,2.0,No travel,2.0,6-10,4.0,1-2h,665.0,MODERATE
35-40,None,1,0-5,2.0,2.0,2.0,Rarely,1,30-45,None,None,3.0,3 trips,3.0,>15,4.0,<30,687.3,MODERATE
40-45,11-15,4-5,11-15,1.0,1.0,4.0,Never,3,>45,None,3,1.0,No travel,1.0,3-5,2.0,<30,646.9,MODERATE
>50,11-15,2-3,11-15,4.0,4.0,4.0,Often,3,<10,None,None,3.0,1 trip,5.0,6-10,1.0,>2h,681.7,MODERATE
<35,6-10,>8,0-5,1.0,1.0,5.0,Never,2,10-20,2,2,2.0,1 trip,5.0,11-15,4.0,1-2h,741.4,GOOD
45-50,1-5,6-8,6-10,1.0,1.0,4.0,Never,3,Unknown,2,1,1.0,1 trip,2.0,3-5,5.0,<30,722.9,GOOD
<35,6-10,1,>20,4.0,4.0,1.0,Often,4+,10-20,None,4+,3.0,1 trip,1.0,6-10,2.0,>2h,620.7,MODERATE
45-50,6-10,4-5,0-5,4.0,4.0,2.0,Often,3,<10,2,3,3.0,1 trip,1.0,3-5,2.0,30-60,589.9,MODERATE
<35,None,6-8,0-5,1.0,1.0,5.0,Never,2,20-30,None,None,2.0,>3 trips,3.0,6-10,5.0,No commute,720.0,GOOD
>50,11-15,1,0-5,3.0,3.0,1.0,Sometimes,3,<10,2,3,3.0,2 trips,2.0,<3,1.0,1-2h,575.7,MODERATE
45-50,None,1,6-10,1.0,1.0,2.0,Never,1,Unknown,3,None,2.0,>3 trips,4.0,>15,5.0,>2h,684.1,MODERATE
40-45,1-5,2-3,0-5,2.0,2.0,4.0,Rarely,2,Unknown,None,2,2.0,>3 trips,5.0,>15,5.0,1-2h,769.3,GOOD
<35,6-10,1,6-10,3.0,3.0,1.0,Sometimes,1,10-20,None,4+,3.0,No travel,2.0,3-5,3.0,>2h,620.8,MODERATE
<35,1-5,>8,>20,5.0,5.0,2.0,Always,None,>45,4+,3,5.0,No travel,1.0,3-5,5.0,30-60,601.3,MODERATE
45-50,11-15,1,6-10,2.0,2.0,5.0,Rarely,None,Unknown,4+,3,3.0,>3 trips,4.0,>15,5.0,30-60,771.2,GOOD
40-45,11-15,>8,>20,2.0,2.0,4.0,Rarely,2,<10,1,None,2.0,1 trip,2.0,3-5,2.0,No commute,671.3,MODERATE
40-45,>15,2-3,>20,5.0,5.0,2.0,Always,2,<10,3,None,4.0,3 trips,2.0,11-15,4.0,30-60,649.7,MODERATE
>50,1-5,>8,>20,4.0,4.0,2.0,Often,None,<10,3,3,4.0,2 trips,1.0,6-10,2.0,30-60,600.6,MODERATE
40-45,None,6-8,16-20,2.0,2.0,5.0,Rarely,2,<10,1,2,2.0,1 trip,2.0,3-5,5.0,No commute,700.2,GOOD
40-45,1-5,1,>20,2.0,2.0,5.0,Rarely,1,<10,4+,3,3.0,No travel,1.0,3-5,2.0,1-2h,646.0,MODERATE
40-45,6-10,4-5,6-10,1.0,1.0,2.0,Never,2,Unknown,1,1,2.0,>3 trips,1.0,6-10,4.0,30-60,636.3,MODERATE
35-40,11-15,4-5,16-20,3.0,3.0,4.0,Sometimes,1,<10,4+,1,3.0,No travel,2.0,11-15,5.0,1-2h,681.8,MODERATE
>50,11-15,>8,0-5,1.0,1.0,2.0,Never,None,Unknown,None,3,2.0,2 trips,2.0,>15,5.0,No commute,699.2,MODERATE
<35,1-5,2-3,0-5,4.0,4.0,3.0,Often,1,<10,1,2,4.0,>3 trips,5.0,6-10,4.0,<30,642.7,MODERATE
45-50,1-5,>8,11-15,3.0,3.0,2.0,Sometimes,None,10-20,2,None,4.0,3 trips,1.0,3-5,5.0,30-60,665.6,MODERATE
<35,1-5,>8,>20,1.0,1.0,2.0,Never,1,<10,4+,None,1.0,>3 trips,5.0,6-10,3.0,1-2h,684.1,MODERATE
>50,6-10,>8,11-15,3.0,3.0,1.0,Sometimes,1,10-20,None,3,3.0,No travel,5.0,>15,3.0,>2h,641.8,MODERATE
45-50,6-10,6-8,>20,4.0,4.0,2.0,Often,3,30-45,2,4+,3.0,1 trip,1.0,<3,5.0,>2h,627.6,MODERATE
>50,None,6-8,>20,5.0,5.0,4.0,Always,None,20-30,2,None,5.0,No travel,2.0,<3,5.0,<30,673.7,MODERATE
40-45,1-5,>8,6-10,4.0,4.0,4.0,Often,2,<10,3,1,4.0,2 trips,5.0,3-5,3.0,30-60,682.2,MODERATE
45-50,None,2-3,6-10,3.0,3.0,2.0,Sometimes,1,<10,4+,1,3.0,3 trips,1.0,3-5,2.0,30-60,579.6,MODERATE
40-45,>15,1,0-5,2.0,2.0,1.0,Rarely,2,20-30,None,4+,2.0,2 trips,2.0,6-10,1.0,30-60,656.7,MODERATE
<35,6-10,4-5,16-20,2.0,2.0,4.0,Rarely,3,30-45,4+,4+,2.0,2 trips,1.0,<3,1.0,>2h,655.6,MODERATE
<35,11-15,6-8,0-5,2.0,2.0,3.0,Rarely,4+,Unknown,None,1,2.0,1 trip,5.0,6-10,3.0,<30,709.1,GOOD
45-50,>15,1,>20,5.0,5.0,1.0,Always,4+,<10,4+,3,4.0,No travel,1.0,3-5,1.0,>2h,553.8,MODERATE
45-50,11-15,6-8,16-20,4.0,4.0,2.0,Often,3,20-30,2,3,3.0,1 trip,1.0,3-5,4.0,30-60,630.5,MODERATE
>50,>15,6-8,11-15,1.0,1.0,4.0,Never,3,Unknown,3,3,1.0,1 trip,5.0,11-15,3.0,<30,710.2,GOOD
>50,None,6-8,>20,1.0,1.0,4.0,Never,None,>45,1,1,2.0,>3 trips,5.0,>15,4.0,>2h,754.2,GOOD
40-45,None,>8,6-10,3.0,3.0,2.0,Sometimes,1,20-30,4+,4+,3.0,No travel,4.0,6-10,5.0,30-60,657.1,MODERATE
45-50,6-10,>8,0-5,5.0,5.0,4.0,Always,1,20-30,2,2,5.0,>3 trips,2.0,3-5,5.0,<30,610.3,MODERATE
<35,11-15,6-8,0-5,3.0,3.0,1.0,Sometimes,2,<10,1,1,3.0,No travel,1.0,<3,1.0,<30,556.0,MODERATE
>50,>15,6-8,11-15,5.0,5.0,1.0,Always,1,<10,1,1,5.0,1 trip,2.0,<3,5.0,No commute,554.9,MODERATE
>50,1-5,4-5,0-5,1.0,1.0,4.0,Never,1,30-45,1,None,2.0,3 trips,5.0,<3,2.0,<30,683.5,MODERATE
<35,1-5,1,0-5,2.0,2.0,5.0,Rarely,3,10-20,2,3,2.0,>3 trips,5.0,3-5,3.0,No commute,721.2,GOOD
>50,6-10,1,16-20,3.0,3.0,4.0,Sometimes,2,>45,None,None,3.0,No travel,4.0,6-10,5.0,30-60,668.8,MODERATE
40-45,11-15,2-3,>20,2.0,2.0,4.0,Rarely,2,20-30,1,1,2.0,>3 trips,5.0,6-10,5.0,No commute,638.4,MODERATE
45-50,1-5,2-3,16-20,5.0,5.0,2.0,Always,1,<10,3,1,5.0,No travel,2.0,<3,1.0,30-60,559.4,MODERATE
<35,6-10,2-3,16-20,4.0,4.0,3.0,Often,3,20-30,None,1,3.0,>3 trips,2.0,3-5,5.0,30-60,679.8,MODERATE
45-50,6-10,>8,0-5,1.0,1.0,2.0,Never,None,10-20,2,2,2.0,3 trips,2.0,<3,1.0,1-2h,632.9,MODERATE
>50,11-15,>8,>20,3.0,3.0,4.0,Sometimes,3,10-20,1,None,3.0,No travel,5.0,>15,5.0,No commute,722.1,GOOD
>50,1-5,4-5,0-5,2.0,2.0,2.0,Rarely,2,20-30,2,4+,2.0,3 trips,2.0,<3,3.0,<30,683.5,MODERATE
<35,1-5,>8,0-5,3.0,3.0,4.0,Sometimes,None,30-45,2,3,4.0,3 trips,4.0,6-10,4.0,<30,691.1,MODERATE
40-45,1-5,2-3,16-20,1.0,1.0,4.0,Never,2,10-20,1,3,1.0,3 trips,2.0,>15,2.0,30-60,702.1,GOOD
35-40,None,6-8,6-10,3.0,3.0,5.0,Sometimes,2,30-45,2,2,3.0,>3 trips,5.0,>15,5.0,No commute,764.6,GOOD
<35,1-5,2-3,6-10,2.0,2.0,4.0,Rarely,2,10-20,3,None,2.0,2 trips,2.0,6-10,2.0,>2h,701.9,GOOD
35-40,>15,4-5,16-20,5.0,5.0,2.0,Always,None,>45,3,3,5.0,1 trip,2.0,6-10,2.0,<30,656.7,MODERATE
35-40,None,6-8,16-20,3.0,3.0,4.0,Sometimes,None,>45,4+,1,4.0,2 trips,2.0,>15,5.0,>2h,703.7,GOOD
40-45,None,>8,0-5,3.0,3.0,4.0,Sometimes,2,<10,1,None,3.0,2 trips,4.0,6-10,5.0,No commute,648.0,MODERATE
35-40,None,6-8,>20,1.0,1.0,2.0,Never,2,<10,1,3,2.0,>3 trips,2.0,6-10,2.0,<30,683.0,MODERATE
35-40,None,4-5,0-5,3.0,3.0,4.0,Sometimes,3,10-20,1,None,3.0,2 trips,5.0,>15,5.0,>2h,722.1,GOOD
40-45,6-10,>8,0-5,1.0,1.0,2.0,Never,3,<10,4+,2,1.0,2 trips,5.0,6-10,2.0,<30,643.3,MODERATE
35-40,>15,1,11-15,4.0,4.0,4.0,Often,4+,10-20,3,4+,3.0,>3 trips,2.0,>15,2.0,1-2h,643.3,MODERATE
35-40,11-15,2-3,0-5,2.0,2.0,4.0,Rarely,2,Unknown,3,4+,2.0,1 trip,2.0,11-15,4.0,1-2h,682.2,MODERATE
35-40,1-5,2-3,>20,3.0,3.0,2.0,Sometimes,2,<10,1,None,3.0,1 trip,5.0,6-10,1.0,30-60,646.3,MODERATE
<35,None,4-5,0-5,3.0,3.0,2.0,Sometimes,None,10-20,2,2,4.0,2 trips,1.0,6-10,2.0,No commute,626.1,MODERATE
<35,11-15,4-5,16-20,2.0,2.0,2.0,Rarely,4+,<10,None,3,2.0,1 trip,3.0,11-15,2.0,<30,622.9,MODERATE
<35,6-10,2-3,>20,4.0,4.0,2.0,Often,2,<10,None,1,4.0,>3 trips,2.0,6-10,2.0,>2h,633.1,MODERATE
40-45,11-15,6-8,16-20,3.0,3.0,3.0,Sometimes,3,Unknown,1,None,3.0,3 trips,2.0,6-10,2.0,<30,609.5,MODERATE
>50,None,1,11-15,4.0,4.0,1.0,Often,1,<10,1,None,4.0,No travel,1.0,>15,5.0,<30,625.6,MODERATE
35-40,>15,1,11-15,5.0,5.0,2.0,Always,3,10-20,3,3,4.0,>3 trips,1.0,<3,5.0,>2h,656.6,MODERATE
35-40,11-15,4-5,>20,4.0,4.0,4.0,Often,3,10-20,3,1,3.0,1 trip,5.0,3-5,5.0,>2h,663.9,MODERATE
40-45,None,4-5,6-10,2.0,2.0,1.0,Rarely,4+,10-20,2,1,2.0,2 trips,4.0,11-15,2.0,1-2h,704.2,GOOD
35-40,None,6-8,6-10,3.0,3.0,2.0,Sometimes,3,10-20,3,3,3.0,1 trip,4.0,<3,2.0,30-60,666.0,MODERATE
<35,1-5,4-5,>20,2.0,2.0,4.0,Rarely,2,20-30,None,None,2.0,2 trips,1.0,6-10,5.0,>2h,642.4,MODERATE
>50,1-5,1,>20,1.0,1.0,3.0,Never,2,Unknown,None,3,2.0,No travel,2.0,11-15,5.0,<30,686.6,MODERATE
45-50,>15,2-3,16-20,1.0,1.0,4.0,Never,4+,<10,3,4+,1.0,3 trips,2.0,<3,3.0,1-2h,659.4,MODERATE
35-40,1-5,1,11-15,3.0,3.0,4.0,Sometimes,3,10-20,None,3,3.0,3 trips,5.0,>15,5.0,No commute,722.1,GOOD
<35,>15,6-8,>20,1.0,1.0,4.0,Never,2,<10,None,2,2.0,>3 trips,1.0,<3,1.0,1-2h,621.4,MODERATE
45-50,6-10,2-3,0-5,3.0,3.0,2.0,Sometimes,2,Unknown,None,None,3.0,No travel,5.0,11-15,5.0,1-2h,731.0,GOOD
>50,6-10,2-3,16-20,3.0,3.0,3.0,Sometimes,3,<10,None,2,3.0,>3 trips,5.0,>15,5.0,1-2h,663.4,MODERATE
45-50,1-5,1,11-15,3.0,3.0,4.0,Sometimes,2,>45,4+,None,3.0,No travel,2.0,11-15,2.0,<30,667.1,MODERATE
<35,6-10,2-3,16-20,5.0,5.0,2.0,Always,3,30-45,1,None,4.0,No travel,1.0,3-5,1.0,>2h,585.7,MODERATE
45-50,11-15,2-3,11-15,2.0,2.0,2.0,Rarely,3,<10,2,4+,2.0,3 trips,3.0,<3,2.0,30-60,626.7,MODERATE
40-45,11-15,4-5,0-5,5.0,5.0,2.0,Always,1,10-20,4+,3,5.0,No travel,1.0,<3,2.0,No commute,597.2,MODERATE
45-50,11-15,2-3,11-15,2.0,2.0,5.0,Rarely,3,Unknown,2,3,2.0,No travel,1.0,<3,2.0,30-60,675.8,MODERATE
35-40,6-10,6-8,16-20,1.0,1.0,5.0,Never,3,Unknown,4+,4+,1.0,1 trip,2.0,6-10,2.0,<30,729.7,GOOD
35-40,11-15,2-3,11-15,3.0,3.0,4.0,Sometimes,3,30-45,4+,4+,3.0,No travel,5.0,>15,1.0,30-60,703.4,GOOD
40-45,>15,4-5,16-20,4.0,4.0,2.0,Often,1,10-20,2,1,4.0,3 trips,4.0,6-10,2.0,30-60,655.8,MODERATE
<35,None,>8,>20,2.0,2.0,2.0,Rarely,3,20-30,1,2,2.0,3 trips,2.0,6-10,1.0,No commute,625.0,MODERATE
35-40,1-5,>8,0-5,1.0,1.0,1.0,Never,2,<10,3,None,2.0,3 trips,5.0,6-10,2.0,1-2h,626.1,MODERATE
>50,>15,6-8,16-20,4.0,4.0,3.0,Often,2,20-30,4+,1,4.0,2 trips,5.0,3-5,3.0,>2h,653.7,MODERATE
35-40,11-15,6-8,6-10,1.0,1.0,5.0,Never,4+,>45,1,3,1.0,>3 trips,1.0,<3,5.0,>2h,724.0,GOOD
35-40,None,2-3,6-10,2.0,2.0,2.0,Rarely,2,30-45,3,1,2.0,No travel,5.0,6-10,2.0,30-60,670.9,MODERATE
<35,1-5,2-3,11-15,1.0,1.0,4.0,Never,1,>45,2,3,1.0,2 trips,1.0,>15,5.0,No commute,699.6,MODERATE
45-50,>15,>8,>20,1.0,1.0,4.0,Never,2,20-30,4+,4+,2.0,3 trips,1.0,<3,2.0,>2h,635.2,MODERATE
35-40,1-5,>8,>20,4.0,4.0,2.0,Often,1,<10,3,None,4.0,3 trips,5.0,>15,2.0,>2h,655.0,MODERATE
40-45,6-10,1,6-10,3.0,3.0,4.0,Sometimes,2,<10,1,None,3.0,3 trips,5.0,6-10,2.0,>2h,657.1,MODERATE
45-50,11-15,>8,11-15,3.0,3.0,2.0,Sometimes,4+,10-20,3,None,2.0,No travel,1.0,3-5,2.0,30-60,611.6,MODERATE
>50,>15,>8,>20,4.0,4.0,3.0,Often,3,<10,2,4+,3.0,2 trips,5.0,11-15,5.0,<30,672.0,MODERATE
<35,>15,6-8,>20,2.0,2.0,1.0,Rarely,None,<10,3,3,3.0,2 trips,1.0,3-5,1.0,30-60,584.5,MODERATE
>50,None,1,11-15,4.0,4.0,3.0,Often,3,<10,None,4+,3.0,1 trip,5.0,3-5,3.0,30-60,685.5,MODERATE
45-50,None,1,16-20,4.0,4.0,1.0,Often,1,<10,4+,None,4.0,>3 trips,1.0,<3,2.0,<30,550.9,MODERATE
45-50,None,2-3,6-10,2.0,2.0,1.0,Rarely,1,<10,1,None,3.0,3 trips,1.0,<3,1.0,>2h,603.6,MODERATE
45-50,1-5,2-3,>20,1.0,1.0,3.0,Never,2,<10,1,None,2.0,1 trip,2.0,6-10,2.0,30-60,686.6,MODERATE
>50,11-15,1,16-20,2.0,2.0,3.0,Rarely,1,<10,4+,3,3.0,No travel,2.0,>15,5.0,1-2h,696.4,MODERATE
45-50,1-5,1,16-20,2.0,2.0,2.0,Rarely,2,10-20,4+,3,2.0,1 trip,2.0,3-5,4.0,>2h,670.0,MODERATE
>50,11-15,2-3,16-20,3.0,3.0,4.0,Sometimes,2,<10,None,1,3.0,3 trips,1.0,11-15,2.0,>2h,618.2,MODERATE
45-50,>15,6-8,16-20,2.0,2.0,2.0,Rarely,2,10-20,None,1,2.0,1 trip,2.0,3-5,4.0,>2h,670.0,MODERATE
